ORIG_TERMINAL_ID,ORIG_DEPT,DEST_TERMINAL_ID,DEST_DEPT,MODE,IMP_EXP_IND,GL_DATE,TRANSPORT_DATE,WB_DATE,ETD,ATD,ETA,ATA,SHIP_TYPE,SERVICE_TYPE,SHIPPER_CODE,SHIPPER_PARENT_ID,SHIPPER_NAME,SHIPPER_INDUSTRY_CODE,SHIPPER_PARENT_NAME,CNEE_CODE,CNEE_PARENT_ID,CNEE_NAME,CNEE_INDUSTRY_CODE,CNEE_PARENT_NAME,CARRIER,FLIGHT_NO,VESSEL_NAME,PORT_LOADING,ORIG_IATA_TC_CODE,ORIG_COUNTRY_CODE,PORT_UNLOADING,DEST_IATA_TC_CODE,DEST_COUNTRY_CODE,CREATED_BY,NUM_PIECES,TEU,CHARGEABLE_WEIGHT,VOLUME_WEIGHT,ACTUAL_WEIGHT,TOTAL_VOLUME,SALESMAN,CONTROLLING_CODE,CONTROLLING_NAME,is_delayed,departure_delay_hours,planned_transit_hours,month,day_of_week
6051,300,6501,1,O,I,,2025-12-09,2026-01-05,2026-01-24,2025-12-24,2025-12-10,2025-12-15,HOUSE,LCL,302269256,302267969.0,HEWLETT-PACKARD SINGAPORE (PRIVATE),51-Computers,HP SINGAPORE (PRIVATE) LIMITED,202321532,302267969.0,HP EUROPE BV,,HP EUROPE BV,EGLV,182W,ITAL UNIVERSO,THLCH,TC3,TH,AEJEA,TC2,AE,prguru6501,87,3.46,394.83,49.41,5942.29,55.99,,302339745,HP INTERNATIONAL SARL,1,-744.0,-1080.0,12,1
8801,3211,6501,1,O,I,,2025-12-13,2026-01-28,2025-12-29,2025-12-01,2026-01-10,2026-01-21,HOUSE,LCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,12WW,008W,VARANYA BHUM,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,27,4.68,258.42,89.977,13934.67,1.21,,302348024,SCHENKER LLC,1,-672.0,288.0,12,5
6051,300,6501,1,A,I,,2025-12-18,2026-01-20,2026-01-01,2026-01-02,2025-12-24,2025-12-28,HOUSE,LCL,302269256,302267969.0,HEWLETT-PACKARD SINGAPORE (PRIVATE),51-Computers,HP SINGAPORE (PRIVATE) LIMITED,202321532,302267969.0,HP EUROPE BV,,HP EUROPE BV,EGLV,182W,ITAL UNIVERSO,THLCH,TC3,TH,AEJEA,TC2,AE,prguru6501,36,8.17,457.97,49.41,10533.19,68.06,,302339745,HP INTERNATIONAL SARL,1,24.0,-192.0,12,3
8801,3211,6501,1,A,I,,2026-01-30,2026-01-18,2025-12-28,2025-12-30,2026-01-18,2025-12-20,HOUSE,LCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,12WW,008W,VARANYA BHUM,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,65,5.14,286.44,89.977,10645.07,31.38,,302348024,SCHENKER LLC,0,48.0,504.0,1,4
8801,3211,6501,1,A,I,,2025-12-02,2026-01-30,2025-12-02,2026-01-10,2026-01-19,2025-12-20,HOUSE,LCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,PCIU,0011W,KOTA PLUMBAGO,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,37,6.14,48.81,89.655,8990.56,4.4,,302348024,SCHENKER LLC,0,936.0,1152.0,12,1
8801,3211,6501,1,A,I,,2025-12-26,2026-01-01,2025-12-23,2025-12-01,2025-12-20,2026-01-06,HOUSE,FCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,12WW,0011W,KOTA PLUMBAGO,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,18,7.63,439.07,35.86,15021.4,37.87,,302348024,SCHENKER LLC,1,-528.0,-72.0,12,4
8811,3211,6501,1,O,I,,2026-01-12,2026-01-16,2026-01-18,2026-01-03,2026-01-10,2025-12-14,HOUSE,LCL,302521817,302422007.0,"QINGDAO LONDON DUREX CO.,LTD.",31-Retailing,"QINGDAO LONDON DUREX CO.,LTD.",202318761,302422007.0,RECKITT BENCKISER ARABIA FZE,,RECKITT BENCKISER ARABIA FZE,HDMU,0022W,HMM RAON,CNTAO,TC3,CN,AEJEA,TC2,AE,sdsouz6501,95,8.73,448.48,25.0,2755.21,73.64,,202318761,RECKITT BENCKISER ARABIA FZE,0,-360.0,-192.0,1,0
5304,4100,6501,1,A,I,,2025-12-21,2025-12-25,2025-12-12,2026-01-17,2025-12-30,2026-01-08,HOUSE,LCL,302480912,,JOLLY BOARD PRIVATE LIMITED,89-Others_General merchandise,JOLLY BOARD PRIVATE LIMITED,6027720,,EMIRATES SPECIALITIES CO.(L.L.C.),,EMIRATES SPECIALITIES CO.(L.L.C.),MEDU,IU549R,MSC YOKOHAMA,INNSA,TC3,IN,AEJEA,TC2,AE,prguru6501,18,6.81,91.76,200.0,15435.03,11.53,,302480912,JOLLY BOARD PRIVATE LIMITED,1,864.0,432.0,12,6
8801,3211,6501,1,A,I,,2026-01-09,2025-12-17,2025-12-16,2026-01-23,2025-12-02,2026-01-19,HOUSE,FCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,PCIU,0011W,KOTA PLUMBAGO,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,93,1.37,261.19,89.655,12747.72,46.77,,302348024,SCHENKER LLC,1,912.0,-336.0,1,4
8601,3211,6501,1,A,I,,2025-12-31,2025-12-24,2026-01-27,2025-12-29,2025-12-14,2025-12-08,HOUSE,FCL,8028181,,"HONDA MOTORCYCLE(SHANGHAI) CO.,LTD.",,"HONDA MOTORCYCLE (SHANGHAI) CO.,LTD.",302269656,302164078.0,HONDA GULF FZE,,HONDA GULF FZE,ECUI,937W,NORTHERN GUARD,CNSHK,TC3,CN,AEJEA,TC2,AE,prguru6501,5,4.64,340.04,1.868,7219.55,78.28,,302269656,HONDA GULF FZE,0,-696.0,-1056.0,12,2
8801,3211,6501,1,O,I,,2025-12-25,2025-12-13,2026-01-20,2026-01-27,2026-01-17,2025-12-02,HOUSE,LCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,12WW,008W,VARANYA BHUM,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,76,3.32,317.93,42.04,14438.46,45.66,,302348024,SCHENKER LLC,0,168.0,-72.0,12,3
5200,300,6501,1,O,I,,2025-12-21,2025-12-03,2026-01-10,2026-01-23,2025-12-16,2025-12-17,HOUSE,FCL,302537367,302422007.0,RECKITT BENCKISER ENA B.V. C/O  ZOBELE ASIA PACIFIC (HONG KONG),,ZOBELE ASIA PACIFIC (HONG KONG) LIMITED (FOR RECKITT BENCKISER),202309530,302422007.0,SOAP & CHEMICALS INDUSTRIAL & TRADING,,SOAPS & CHEMICALS INDUSTRIAL & TRADING CO(RECKITT BENCKISER ONLY),EGLV,1703-082W,EVER LOGIC,CNSHK,TC3,HK,AEJEA,TC2,AE,sdsouz6501,72,3.78,275.92,73.8,72.03,72.62,,202309530,SOAPS & CHEMICALS INDUSTRIAL & TRADING CO(RECKITT BENCKISER ONLY),1,312.0,-600.0,12,6
5200,300,6501,1,O,I,,2026-01-20,2026-01-24,2026-01-09,2025-12-31,2025-12-06,2026-01-26,HOUSE,LCL,302537367,302422007.0,RECKITT BENCKISER ENA B.V. C/O  ZOBELE ASIA PACIFIC (HONG KONG),,ZOBELE ASIA PACIFIC (HONG KONG) LIMITED (FOR RECKITT BENCKISER),202309530,302422007.0,SOAP & CHEMICALS INDUSTRIAL & TRADING,,SOAPS & CHEMICALS INDUSTRIAL & TRADING CO(RECKITT BENCKISER ONLY),EGLV,1703-082W,EVER LOGIC,CNSHK,TC3,HK,AEJEA,TC2,AE,sdsouz6501,42,8.21,277.24,73.8,15318.3,43.49,,202309530,SOAPS & CHEMICALS INDUSTRIAL & TRADING CO(RECKITT BENCKISER ONLY),1,-216.0,-816.0,1,1
8801,3211,6501,1,A,I,,2025-12-07,2026-01-30,2025-12-08,2026-01-28,2026-01-25,2025-12-10,HOUSE,LCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,12WW,008W,VARANYA BHUM,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,35,2.37,30.81,42.04,7535.92,89.15,,302348024,SCHENKER LLC,0,1224.0,1152.0,12,6
6051,300,6501,1,O,I,,2025-12-18,2026-01-22,2025-12-06,2026-01-18,2026-01-23,2026-01-05,HOUSE,FCL,302269256,302267969.0,HEWLETT-PACKARD SINGAPORE (PRIVATE),51-Computers,HP SINGAPORE (PRIVATE) LIMITED,202321532,302267969.0,HP EUROPE BV,,HP EUROPE BV,EGLV,182W,ITAL UNIVERSO,THLCH,TC3,TH,AEJEA,TC2,AE,prguru6501,57,6.48,470.54,49.41,16812.59,41.23,,302339745,HP INTERNATIONAL SARL,0,1032.0,1152.0,12,3
8801,3211,6501,1,O,I,,2025-12-19,2025-12-23,2026-01-30,2025-12-11,2026-01-23,2025-12-29,HOUSE,LCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,7ESL,02552W,ESL WASL,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,14,7.23,174.03,76.505,18532.02,86.43,,302348024,SCHENKER LLC,0,-1200.0,-168.0,12,4
8801,3211,6501,1,A,I,,2026-01-03,2026-01-22,2026-01-30,2025-12-20,2025-12-24,2025-12-11,HOUSE,FCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,12WW,008W,VARANYA BHUM,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,3,4.92,372.06,89.977,3622.69,82.94,,302348024,SCHENKER LLC,0,-984.0,-888.0,1,5
8801,3211,6501,1,A,I,,2026-01-22,2026-01-25,2025-12-26,2025-12-26,2025-12-13,2026-01-20,HOUSE,LCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,12WW,0011W,KOTA PLUMBAGO,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,36,9.41,352.56,35.86,10468.58,33.2,,302348024,SCHENKER LLC,1,0.0,-312.0,1,3
5304,4100,6501,1,A,I,,2026-01-26,2026-01-11,2026-01-01,2025-12-26,2025-12-20,2025-12-09,HOUSE,LCL,302480912,,JOLLY BOARD PRIVATE LIMITED,89-Others_General merchandise,JOLLY BOARD PRIVATE LIMITED,6027720,,EMIRATES SPECIALITIES CO.(L.L.C.),,EMIRATES SPECIALITIES CO.(L.L.C.),MEDU,IU549R,MSC YOKOHAMA,INNSA,TC3,IN,AEJEA,TC2,AE,prguru6501,26,9.25,49.71,200.0,17967.1,90.0,,302480912,JOLLY BOARD PRIVATE LIMITED,0,-144.0,-288.0,1,0
5304,4100,6501,1,O,I,,2026-01-18,2025-12-11,2026-01-19,2026-01-19,2026-01-05,2025-12-03,HOUSE,LCL,302480912,,JOLLY BOARD PRIVATE LIMITED,89-Others_General merchandise,JOLLY BOARD PRIVATE LIMITED,6027720,,EMIRATES SPECIALITIES CO.(L.L.C.),,EMIRATES SPECIALITIES CO.(L.L.C.),MEDU,IU549R,MSC YOKOHAMA,INNSA,TC3,IN,AEJEA,TC2,AE,prguru6501,87,7.83,310.83,200.0,18776.74,19.09,,302480912,JOLLY BOARD PRIVATE LIMITED,0,0.0,-336.0,1,6
8801,3211,6501,1,A,I,,2025-12-15,2025-12-11,2026-01-19,2025-12-07,2026-01-12,2026-01-26,HOUSE,FCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,PCIU,0011W,KOTA PLUMBAGO,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,18,8.89,438.86,89.655,16653.18,84.31,,302348024,SCHENKER LLC,1,-1032.0,-168.0,12,0
8601,3211,6501,1,O,I,,2026-01-16,2025-12-03,2025-12-07,2026-01-15,2026-01-29,2025-12-26,HOUSE,FCL,8028181,,"HONDA MOTORCYCLE(SHANGHAI) CO.,LTD.",,"HONDA MOTORCYCLE (SHANGHAI) CO.,LTD.",302269656,302164078.0,HONDA GULF FZE,,HONDA GULF FZE,ECUI,937W,NORTHERN GUARD,CNSHK,TC3,CN,AEJEA,TC2,AE,prguru6501,33,5.58,348.74,1.868,13199.0,95.91,,302269656,HONDA GULF FZE,0,936.0,1272.0,1,4
8811,3211,6501,1,O,I,,2026-01-11,2025-12-09,2026-01-05,2025-12-12,2025-12-09,2026-01-02,HOUSE,LCL,302521817,302422007.0,"QINGDAO LONDON DUREX CO.,LTD.",31-Retailing,"QINGDAO LONDON DUREX CO.,LTD.",202318761,302422007.0,RECKITT BENCKISER ARABIA FZE,,RECKITT BENCKISER ARABIA FZE,HDMU,0022W,HMM RAON,CNTAO,TC3,CN,AEJEA,TC2,AE,sdsouz6501,29,8.6,328.93,25.0,6987.48,80.6,,202318761,RECKITT BENCKISER ARABIA FZE,1,-576.0,-648.0,1,6
8801,3211,6501,1,O,I,,2026-01-24,2026-01-18,2025-12-16,2025-12-19,2025-12-11,2026-01-15,HOUSE,LCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,12WW,0011W,KOTA PLUMBAGO,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,74,6.04,247.93,35.86,17771.38,84.43,,302348024,SCHENKER LLC,1,72.0,-120.0,1,5
5200,300,6501,1,O,I,,2026-01-05,2026-01-19,2026-01-25,2025-12-18,2026-01-10,2025-12-01,HOUSE,FCL,302537367,302422007.0,RECKITT BENCKISER ENA B.V. C/O  ZOBELE ASIA PACIFIC (HONG KONG),,ZOBELE ASIA PACIFIC (HONG KONG) LIMITED (FOR RECKITT BENCKISER),202309530,302422007.0,SOAP & CHEMICALS INDUSTRIAL & TRADING,,SOAPS & CHEMICALS INDUSTRIAL & TRADING CO(RECKITT BENCKISER ONLY),EGLV,1703-082W,EVER LOGIC,CNSHK,TC3,HK,AEJEA,TC2,AE,sdsouz6501,83,3.12,369.55,73.8,17234.31,94.65,,202309530,SOAPS & CHEMICALS INDUSTRIAL & TRADING CO(RECKITT BENCKISER ONLY),0,-912.0,-360.0,1,0
5200,300,6501,1,A,I,,2025-12-02,2025-12-30,2025-12-27,2025-12-26,2025-12-03,2026-01-14,HOUSE,LCL,302537367,302422007.0,RECKITT BENCKISER ENA B.V. C/O  ZOBELE ASIA PACIFIC (HONG KONG),,ZOBELE ASIA PACIFIC (HONG KONG) LIMITED (FOR RECKITT BENCKISER),202309530,302422007.0,SOAP & CHEMICALS INDUSTRIAL & TRADING,,SOAPS & CHEMICALS INDUSTRIAL & TRADING CO(RECKITT BENCKISER ONLY),EGLV,1703-082W,EVER LOGIC,CNSHK,TC3,HK,AEJEA,TC2,AE,sdsouz6501,30,3.75,450.27,73.8,17718.66,33.07,,202309530,SOAPS & CHEMICALS INDUSTRIAL & TRADING CO(RECKITT BENCKISER ONLY),1,-24.0,-576.0,12,1
5304,4100,6501,1,O,I,,2026-01-02,2025-12-28,2026-01-14,2025-12-19,2025-12-19,2025-12-28,HOUSE,FCL,302480912,,JOLLY BOARD PRIVATE LIMITED,89-Others_General merchandise,JOLLY BOARD PRIVATE LIMITED,6027720,,EMIRATES SPECIALITIES CO.(L.L.C.),,EMIRATES SPECIALITIES CO.(L.L.C.),MEDU,IU549R,MSC YOKOHAMA,INNSA,TC3,IN,AEJEA,TC2,AE,prguru6501,13,9.75,492.22,200.0,10795.8,85.08,,302480912,JOLLY BOARD PRIVATE LIMITED,1,-624.0,-624.0,1,4
8811,3211,6501,1,A,I,,2026-01-21,2026-01-12,2025-12-20,2025-12-12,2026-01-29,2025-12-23,HOUSE,LCL,302521817,302422007.0,"QINGDAO LONDON DUREX CO.,LTD.",31-Retailing,"QINGDAO LONDON DUREX CO.,LTD.",202318761,302422007.0,RECKITT BENCKISER ARABIA FZE,,RECKITT BENCKISER ARABIA FZE,HDMU,0022W,HMM RAON,CNTAO,TC3,CN,AEJEA,TC2,AE,sdsouz6501,57,1.48,195.44,25.0,9887.21,95.25,,202318761,RECKITT BENCKISER ARABIA FZE,0,-192.0,960.0,1,2
8801,3211,6501,1,O,I,,2025-12-03,2025-12-30,2026-01-27,2026-01-10,2026-01-30,2026-01-23,HOUSE,FCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,12WW,0011W,KOTA PLUMBAGO,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,10,7.22,386.19,35.86,4251.11,55.17,,302348024,SCHENKER LLC,0,-408.0,72.0,12,2
8801,3211,6501,1,A,I,,2026-01-25,2026-01-21,2025-12-19,2025-12-15,2026-01-16,2026-01-05,HOUSE,FCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,12WW,008W,VARANYA BHUM,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,96,8.17,485.97,89.977,7382.4,62.35,,302348024,SCHENKER LLC,0,-96.0,672.0,1,6
5200,300,6501,1,O,I,,2026-01-22,2026-01-22,2026-01-16,2025-12-16,2026-01-08,2026-01-03,HOUSE,FCL,302537367,302422007.0,RECKITT BENCKISER ENA B.V. C/O  ZOBELE ASIA PACIFIC (HONG KONG),,ZOBELE ASIA PACIFIC (HONG KONG) LIMITED (FOR RECKITT BENCKISER),202309530,302422007.0,SOAP & CHEMICALS INDUSTRIAL & TRADING,,SOAPS & CHEMICALS INDUSTRIAL & TRADING CO(RECKITT BENCKISER ONLY),EGLV,1703-082W,EVER LOGIC,CNSHK,TC3,HK,AEJEA,TC2,AE,sdsouz6501,33,3.4,16.21,73.8,9301.16,68.26,,202309530,SOAPS & CHEMICALS INDUSTRIAL & TRADING CO(RECKITT BENCKISER ONLY),0,-744.0,-192.0,1,3
8801,3211,6501,1,O,I,,2025-12-05,2025-12-04,2026-01-24,2025-12-24,2025-12-30,2025-12-21,HOUSE,LCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,12WW,008W,VARANYA BHUM,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,30,6.25,273.19,89.977,16376.46,78.5,,302348024,SCHENKER LLC,0,-744.0,-600.0,12,4
8801,3211,6501,1,A,I,,2025-12-15,2025-12-17,2025-12-20,2025-12-31,2025-12-26,2025-12-17,HOUSE,LCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,PCIU,0011W,KOTA PLUMBAGO,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,21,8.5,349.79,89.655,19114.04,87.65,,302348024,SCHENKER LLC,0,264.0,144.0,12,0
5200,300,6501,1,O,I,,2025-12-04,2025-12-13,2026-01-23,2026-01-21,2026-01-30,2025-12-10,HOUSE,FCL,302537367,302422007.0,RECKITT BENCKISER ENA B.V. C/O  ZOBELE ASIA PACIFIC (HONG KONG),,ZOBELE ASIA PACIFIC (HONG KONG) LIMITED (FOR RECKITT BENCKISER),202309530,302422007.0,SOAP & CHEMICALS INDUSTRIAL & TRADING,,SOAPS & CHEMICALS INDUSTRIAL & TRADING CO(RECKITT BENCKISER ONLY),EGLV,1703-082W,EVER LOGIC,CNSHK,TC3,HK,AEJEA,TC2,AE,sdsouz6501,36,1.39,278.28,73.8,16327.22,23.0,,202309530,SOAPS & CHEMICALS INDUSTRIAL & TRADING CO(RECKITT BENCKISER ONLY),0,-48.0,168.0,12,3
8801,3211,6501,1,A,I,,2025-12-27,2026-01-21,2026-01-14,2026-01-05,2026-01-12,2025-12-16,HOUSE,LCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,7ESL,02552W,ESL WASL,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,64,1.9,179.75,76.505,7634.56,63.85,,302348024,SCHENKER LLC,0,-216.0,-48.0,12,5
8801,3211,6501,1,A,I,,2026-01-01,2025-12-07,2025-12-22,2025-12-18,2026-01-25,2026-01-07,HOUSE,FCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,7ESL,02552W,ESL WASL,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,52,5.14,136.91,76.505,19204.96,87.81,,302348024,SCHENKER LLC,0,-96.0,816.0,1,3
8801,3211,6501,1,A,I,,2025-12-07,2026-01-18,2025-12-26,2025-12-14,2025-12-02,2025-12-11,HOUSE,FCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,PCIU,0011W,KOTA PLUMBAGO,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,66,3.4,59.1,89.655,19633.76,4.31,,302348024,SCHENKER LLC,1,-288.0,-576.0,12,6
8811,3211,6501,1,A,I,,2025-12-31,2026-01-07,2026-01-19,2025-12-22,2026-01-25,2025-12-05,HOUSE,FCL,302521817,302422007.0,"QINGDAO LONDON DUREX CO.,LTD.",31-Retailing,"QINGDAO LONDON DUREX CO.,LTD.",202318761,302422007.0,RECKITT BENCKISER ARABIA FZE,,RECKITT BENCKISER ARABIA FZE,HDMU,0022W,HMM RAON,CNTAO,TC3,CN,AEJEA,TC2,AE,sdsouz6501,35,9.65,432.37,25.0,18534.89,75.87,,202318761,RECKITT BENCKISER ARABIA FZE,0,-672.0,144.0,12,2
8801,3211,6501,1,A,I,,2026-01-24,2025-12-19,2025-12-01,2025-12-08,2026-01-13,2025-12-20,HOUSE,FCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,7ESL,02552W,ESL WASL,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,37,5.49,484.08,76.505,14033.03,85.86,,302348024,SCHENKER LLC,0,168.0,1032.0,1,5
8801,3211,6501,1,A,I,,2026-01-25,2026-01-23,2025-12-03,2026-01-26,2025-12-06,2025-12-13,HOUSE,FCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,12WW,008W,VARANYA BHUM,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,62,2.47,465.27,42.04,7926.09,6.47,,302348024,SCHENKER LLC,1,1296.0,72.0,1,6
8801,3211,6501,1,A,I,,2026-01-28,2025-12-08,2025-12-18,2025-12-15,2026-01-24,2026-01-11,HOUSE,FCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,12WW,008W,VARANYA BHUM,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,97,8.22,94.28,89.977,14801.39,62.08,,302348024,SCHENKER LLC,0,-72.0,888.0,1,2
5304,4100,6501,1,A,I,,2025-12-11,2025-12-15,2026-01-24,2025-12-08,2025-12-28,2026-01-08,HOUSE,LCL,302480912,,JOLLY BOARD PRIVATE LIMITED,89-Others_General merchandise,JOLLY BOARD PRIVATE LIMITED,6027720,,EMIRATES SPECIALITIES CO.(L.L.C.),,EMIRATES SPECIALITIES CO.(L.L.C.),MEDU,IU549R,MSC YOKOHAMA,INNSA,TC3,IN,AEJEA,TC2,AE,prguru6501,84,3.87,381.93,200.0,16291.95,65.39,,302480912,JOLLY BOARD PRIVATE LIMITED,1,-1128.0,-648.0,12,3
8601,3211,6501,1,A,I,,2026-01-20,2025-12-24,2026-01-13,2026-01-21,2026-01-05,2025-12-19,HOUSE,FCL,8028181,,"HONDA MOTORCYCLE(SHANGHAI) CO.,LTD.",,"HONDA MOTORCYCLE (SHANGHAI) CO.,LTD.",302269656,302164078.0,HONDA GULF FZE,,HONDA GULF FZE,ECUI,937W,NORTHERN GUARD,CNSHK,TC3,CN,AEJEA,TC2,AE,prguru6501,27,7.3,329.88,1.868,7774.17,1.22,,302269656,HONDA GULF FZE,0,192.0,-192.0,1,1
8811,3211,6501,1,O,I,,2025-12-14,2026-01-06,2026-01-24,2026-01-14,2026-01-23,2025-12-13,HOUSE,LCL,302521817,302422007.0,"QINGDAO LONDON DUREX CO.,LTD.",31-Retailing,"QINGDAO LONDON DUREX CO.,LTD.",202318761,302422007.0,RECKITT BENCKISER ARABIA FZE,,RECKITT BENCKISER ARABIA FZE,HDMU,0022W,HMM RAON,CNTAO,TC3,CN,AEJEA,TC2,AE,sdsouz6501,79,7.04,68.97,25.0,11100.6,38.03,,202318761,RECKITT BENCKISER ARABIA FZE,0,-240.0,-24.0,12,6
6051,300,6501,1,O,I,,2026-01-14,2026-01-08,2026-01-03,2026-01-28,2026-01-21,2025-12-08,HOUSE,FCL,302269256,302267969.0,HEWLETT-PACKARD SINGAPORE (PRIVATE),51-Computers,HP SINGAPORE (PRIVATE) LIMITED,202321532,302267969.0,HP EUROPE BV,,HP EUROPE BV,EGLV,182W,ITAL UNIVERSO,THLCH,TC3,TH,AEJEA,TC2,AE,prguru6501,19,6.16,76.19,49.41,7468.93,61.19,,302339745,HP INTERNATIONAL SARL,0,600.0,432.0,1,2
